zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
49087,6126,423,398,435,417,288,165,113
49088,3648,252,237,259,248,171,98,67
49089,1875,129,122,133,128,88,51,35
49090,13810,953,898,981,939,649,373,255
49091,19872,1371,1292,1411,1351,934,537,368
49092,2187,151,142,155,149,103,59,40
49093,18380,1268,1195,1305,1250,864,496,340
49094,4104,283,267,291,279,193,111,76
49095,1960,135,127,139,133,92,53,36
49096,3316,229,216,235,225,156,90,61
49097,10326,712,671,733,702,485,279,191
49098,5966,412,388,424,406,280,161,110
49099,5629,388,366,400,383,265,152,104
49101,3104,214,202,220,211,146,84,57
49102,1563,108,102,111,106,73,42,29
49103,11082,765,720,787,754,521,299,205
49104,868,60,56,62,59,41,23,16
49106,4636,320,301,329,315,218,125,86
49107,10382,716,675,737,706,488,280,192
49111,3346,231,217,238,228,157,90,62
49112,10171,702,661,722,692,478,275,188
49113,1904,131,124,135,129,89,51,35
49115,294,20,19,21,20,14,8,5
49116,394,27,26,28,27,19,11,7
49117,3951,273,257,281,269,186,107,73
49119,136,9,9,10,9,6,4,3
49120,37122,2561,2413,2636,2524,1745,1002,687
49125,2046,141,133,145,139,96,55,38
49126,1341,93,87,95,91,63,36,25
49127,10694,738,695,759,727,503,289,198
49128,3715,256,241,264,253,175,100,69
49129,609,42,40,43,41,29,16,11
49130,1659,114,108,118,113,78,45,31
49201,45190,3118,2937,3208,3073,2124,1220,836
49202,20661,1426,1343,1467,1405,971,558,382
49203,38280,2641,2488,2718,2603,1799,1034,708
49220,2290,158,149,163,156,108,62,42
49221,41310,2850,2685,2933,2809,1942,1115,764
49224,14224,981,925,1010,967,669,384,263
49227,1284,89,83,91,87,60,35,24
49228,5545,383,360,394,377,261,150,103
49229,3245,224,211,230,221,153,88,60
49230,10475,723,681,744,712,492,283,194
49232,2801,193,182,199,190,132,76,52
49233,2646,183,172,188,180,124,71,49
49234,2579,178,168,183,175,121,70,48
49235,2117,146,138,150,144,99,57,39
49236,4838,334,314,343,329,227,131,90
49237,2980,206,194,212,203,140,80,55
49238,1735,120,113,123,118,82,47,32
49240,8703,601,566,618,592,409,235,161
49241,2579,178,168,183,175,121,70,48
49242,15248,1052,991,1083,1037,717,412,282
49245,4845,334,315,344,329,228,131,90
49246,3255,225,212,231,221,153,88,60
49247,5768,398,375,410,392,271,156,107
49248,899,62,58,64,61,42,24,17
49249,3408,235,222,242,232,160,92,63
49250,6182,427,402,439,420,291,167,114
49251,6229,430,405,442,424,293,168,115
49252,2605,180,169,185,177,122,70,48
49253,3166,218,206,225,215,149,85,59
49254,3321,229,216,236,226,156,90,61
49255,1939,134,126,138,132,91,52,36
49256,3888,268,253,276,264,183,105,72
49259,2523,174,164,179,172,119,68,47
49261,290,20,19,21,20,14,8,5
49262,1280,88,83,91,87,60,35,24
49263,85,6,6,6,6,4,2,2
49264,1992,137,129,141,135,94,54,37
49265,4958,342,322,352,337,233,134,92
49266,2942,203,191,209,200,138,79,54
49267,4072,281,265,289,277,191,110,75
49268,1059,73,69,75,72,50,29,20
49269,5998,414,390,426,408,282,162,111
49270,5874,405,382,417,399,276,159,109
49271,2256,156,147,160,153,106,61,42
49272,2417,167,157,172,164,114,65,45
49274,3670,253,239,261,250,172,99,68
49276,1003,69,65,71,68,47,27,19
49277,3668,253,238,260,249,172,99,68
49279,797,55,52,57,54,37,22,15
49282,372,26,24,26,25,17,10,7
49283,4362,301,284,310,297,205,118,81
49284,3028,209,197,215,206,142,82,56
49285,5720,395,372,406,389,269,154,106
49286,14797,1021,962,1051,1006,695,400,274
49287,2099,145,136,149,143,99,57,39
49288,1384,95,90,98,94,65,37,26
49289,167,12,11,12,11,8,5,3
49301,18701,1290,1216,1328,1272,879,505,346
49302,7585,523,493,539,516,356,205,140
49303,1129,78,73,80,77,53,30,21
49304,4328,299,281,307,294,203,117,80
49305,2264,156,147,161,154,106,61,42
49306,9244,638,601,656,629,434,250,171
49307,20112,1388,1307,1428,1368,945,543,372
49309,1843,127,120,131,125,87,50,34
49310,3016,208,196,214,205,142,81,56
49312,274,19,18,19,19,13,7,5
49315,19915,1374,1294,1414,1354,936,538,368
49316,20074,1385,1305,1425,1365,943,542,371
49318,1398,96,91,99,95,66,38,26
49319,16181,1116,1052,1149,1100,761,437,299
49320,21,1,1,1,1,1,1,0
49321,16241,1121,1056,1153,1104,763,439,300
49322,1212,84,79,86,82,57,33,22
49323,9410,649,612,668,640,442,254,174
49325,1909,132,124,136,130,90,52,35
49326,3752,259,244,266,255,176,101,69
49327,8406,580,546,597,572,395,227,156
49328,3885,268,253,276,264,183,105,72
49329,8641,596,562,614,588,406,233,160
49330,5440,375,354,386,370,256,147,101
49331,16627,1147,1081,1181,1131,781,449,308
49332,3019,208,196,214,205,142,82,56
49333,11191,772,727,795,761,526,302,207
49335,314,22,20,22,21,15,8,6
49336,4352,300,283,309,296,205,118,81
49337,12088,834,786,858,822,568,326,224
49338,1842,127,120,131,125,87,50,34
49339,2283,158,148,162,155,107,62,42
49340,2912,201,189,207,198,137,79,54
49341,33737,2328,2193,2395,2294,1586,911,624
49342,1649,114,107,117,112,78,45,31
49343,5489,379,357,390,373,258,148,102
49344,3410,235,222,242,232,160,92,63
49345,13040,900,848,926,887,613,352,241
49346,5446,376,354,387,370,256,147,101
49347,1257,87,82,89,85,59,34,23
49348,12153,839,790,863,826,571,328,225
49349,8087,558,526,574,550,380,218,150
49401,20735,1431,1348,1472,1410,975,560,384
49402,1380,95,90,98,94,65,37,26
49403,2473,171,161,176,168,116,67,46
49404,8269,571,537,587,562,389,223,153
49405,1559,108,101,111,106,73,42,29
49406,884,61,57,63,60,42,24,16
49408,9091,627,591,645,618,427,245,168
49410,2005,138,130,142,136,94,54,37
49411,1538,106,100,109,105,72,42,28
49412,11065,763,719,786,752,520,299,205
49415,6480,447,421,460,441,305,175,120
49417,29183,2014,1897,2072,1984,1372,788,540
49418,27417,1892,1782,1947,1864,1289,740,507
49419,7791,538,506,553,530,366,210,144
49420,6420,443,417,456,437,302,173,119
49421,5991,413,389,425,407,282,162,111
49423,44977,3103,2924,3193,3058,2114,1214,832
49424,44760,3088,2909,3178,3044,2104,1209,828
49425,3660,253,238,260,249,172,99,68
49426,33244,2294,2161,2360,2261,1562,898,615
49428,25420,1754,1652,1805,1729,1195,686,470
49431,16875,1164,1097,1198,1148,793,456,312
49434,20,1,1,1,1,1,1,0
49435,3549,245,231,252,241,167,96,66
49436,1622,112,105,115,110,76,44,30
49437,6902,476,449,490,469,324,186,128
49440,953,66,62,68,65,45,26,18
49441,36308,2505,2360,2578,2469,1706,980,672
49442,41214,2844,2679,2926,2803,1937,1113,762
49444,29456,2032,1915,2091,2003,1384,795,545
49445,20784,1434,1351,1476,1413,977,561,385
49446,2321,160,151,165,158,109,63,43
49448,3410,235,222,242,232,160,92,63
49449,2675,185,174,190,182,126,72,49
49450,3302,228,215,234,225,155,89,61
49451,6012,415,391,427,409,283,162,111
49452,1952,135,127,139,133,92,53,36
49453,2626,181,171,186,179,123,71,49
49454,4574,316,297,325,311,215,123,85
49455,5034,347,327,357,342,237,136,93
49456,18581,1282,1208,1319,1264,873,502,344
49457,10565,729,687,750,718,497,285,195
49458,119,8,8,8,8,6,3,2
49459,1351,93,88,96,92,63,36,25
49460,8126,561,528,577,553,382,219,150
49461,8929,616,580,634,607,420,241,165
49464,27481,1896,1786,1951,1869,1292,742,508
49503,35940,2480,2336,2552,2444,1689,970,665
49504,39994,2760,2600,2840,2720,1880,1080,740
49505,31216,2154,2029,2216,2123,1467,843,577
49506,31354,2163,2038,2226,2132,1474,847,580
49507,35459,2447,2305,2518,2411,1667,957,656
49508,39148,2701,2545,2780,2662,1840,1057,724
49509,26720,1844,1737,1897,1817,1256,721,494
49512,15448,1066,1004,1097,1050,726,417,286
49519,27424,1892,1783,1947,1865,1289,740,507
49525,27383,1889,1780,1944,1862,1287,739,507
49534,21570,1488,1402,1531,1467,1014,582,399
49544,8944,617,581,635,608,420,241,165
49546,31880,2200,2072,2263,2168,1498,861,590
49548,30524,2106,1984,2167,2076,1435,824,565
49601,21236,1465,1380,1508,1444,998,573,393
49611,236,16,15,17,16,11,6,4
49612,1121,77,73,80,76,53,30,21
49613,680,47,44,48,46,32,18,13
49614,2790,193,181,198,190,131,75,52
49615,4131,285,269,293,281,194,112,76
49616,1974,136,128,140,134,93,53,37
49617,3363,232,219,239,229,158,91,62
49618,761,53,49,54,52,36,21,14
49619,1110,77,72,79,75,52,30,21
49620,2445,169,159,174,166,115,66,45
49621,3096,214,201,220,211,146,84,57
49622,2494,172,162,177,170,117,67,46
49623,1164,80,76,83,79,55,31,22
49625,1379,95,90,98,94,65,37,26
49626,421,29,27,30,29,20,11,8
49627,206,14,13,15,14,10,6,4
49628,372,26,24,26,25,17,10,7
49629,2223,153,144,158,151,104,60,41
49630,1429,99,93,101,97,67,39,26
49631,6357,439,413,451,432,299,172,118
49632,1126,78,73,80,77,53,30,21
49633,3703,256,241,263,252,174,100,69
49634,116,8,8,8,8,5,3,2
49635,3350,231,218,238,228,157,90,62
49636,560,39,36,40,38,26,15,10
49637,3405,235,221,242,232,160,92,63
49638,824,57,54,59,56,39,22,15
49639,2557,176,166,182,174,120,69,47
49640,1618,112,105,115,110,76,44,30
49642,842,58,55,60,57,40,23,16
49643,6253,431,406,444,425,294,169,116
49644,2033,140,132,144,138,96,55,38
49645,1632,113,106,116,111,77,44,30
49646,8229,568,535,584,560,387,222,152
49648,2098,145,136,149,143,99,57,39
49649,7789,537,506,553,530,366,210,144
49650,3144,217,204,223,214,148,85,58
49651,7665,529,498,544,521,360,207,142
49653,1922,133,125,136,131,90,52,36
49654,690,48,45,49,47,32,19,13
49655,3173,219,206,225,216,149,86,59
49656,1534,106,100,109,104,72,41,28
49657,3683,254,239,261,250,173,99,68
49659,6801,469,442,483,462,320,184,126
49660,14066,971,914,999,956,661,380,260
49663,5874,405,382,417,399,276,159,109
49664,2067,143,134,147,141,97,56,38
49665,4413,304,287,313,300,207,119,82
49666,106,7,7,8,7,5,3,2
49667,549,38,36,39,37,26,15,10
49668,3625,250,236,257,247,170,98,67
49670,1891,130,123,134,129,89,51,35
49674,110,8,7,8,7,5,3,2
49675,1030,71,67,73,70,48,28,19
49676,3407,235,221,242,232,160,92,63
49677,6631,458,431,471,451,312,179,123
49679,1428,99,93,101,97,67,39,26
49680,1916,132,125,136,130,90,52,35
49682,4253,293,276,302,289,200,115,79
49683,1939,134,126,138,132,91,52,36
49684,37963,2619,2468,2695,2581,1784,1025,702
49686,32056,2212,2084,2276,2180,1507,866,593
49688,2703,187,176,192,184,127,73,50
49689,1560,108,101,111,106,73,42,29
49690,6182,427,402,439,420,291,167,114
49701,1036,71,67,74,70,49,28,19
49705,937,65,61,67,64,44,25,17
49706,4585,316,298,326,312,215,124,85
49707,22701,1566,1476,1612,1544,1067,613,420
49709,3618,250,235,257,246,170,98,67
49710,409,28,27,29,28,19,11,8
49712,7890,544,513,560,537,371,213,146
49713,1864,129,121,132,127,88,50,34
49715,3130,216,203,222,213,147,85,58
49716,806,56,52,57,55,38,22,15
49717,72,5,5,5,5,3,2,1
49718,701,48,46,50,48,33,19,13
49719,1362,94,89,97,93,64,37,25
49720,9172,633,596,651,624,431,248,170
49721,14436,996,938,1025,982,678,390,267
49722,220,15,14,16,15,10,6,4
49724,1146,79,74,81,78,54,31,21
49725,766,53,50,54,52,36,21,14
49726,1058,73,69,75,72,50,29,20
49727,7145,493,464,507,486,336,193,132
49728,334,23,22,24,23,16,9,6
49729,1446,100,94,103,98,68,39,27
49730,2187,151,142,155,149,103,59,40
49733,1965,136,128,140,134,92,53,36
49735,19515,1347,1268,1386,1327,917,527,361
49736,578,40,38,41,39,27,16,11
49738,9924,685,645,705,675,466,268,184
49740,7042,486,458,500,479,331,190,130
49743,769,53,50,55,52,36,21,14
49744,823,57,53,58,56,39,22,15
49745,1089,75,71,77,74,51,29,20
49746,3685,254,240,262,251,173,99,68
49747,1921,133,125,136,131,90,52,36
49748,170,12,11,12,12,8,5,3
49749,4283,296,278,304,291,201,116,79
49751,2087,144,136,148,142,98,56,39
49752,515,36,33,37,35,24,14,10
49753,2057,142,134,146,140,97,56,38
49755,1892,131,123,134,129,89,51,35
49756,3857,266,251,274,262,181,104,71
49757,492,34,32,35,33,23,13,9
49759,1682,116,109,119,114,79,45,31
49760,713,49,46,51,48,34,19,13
49762,639,44,42,45,43,30,17,12
49764,139,10,9,10,9,7,4,3
49765,4154,287,270,295,282,195,112,77
49766,2417,167,157,172,164,114,65,45
49768,476,33,31,34,32,22,13,9
49769,1644,113,107,117,112,77,44,30
49770,16862,1163,1096,1197,1147,793,455,312
49774,1851,128,120,131,126,87,50,34
49775,95,7,6,7,6,4,3,2
49776,1888,130,123,134,128,89,51,35
49777,1640,113,107,116,112,77,44,30
49779,4639,320,302,329,315,218,125,86
49780,1946,134,126,138,132,91,53,36
49781,4020,277,261,285,273,189,109,74
49782,657,45,43,47,45,31,18,12
49783,19668,1357,1278,1396,1337,924,531,364
49788,6609,456,430,469,449,311,178,122
49791,329,23,21,23,22,15,9,6
49793,322,22,21,23,22,15,9,6
49795,2097,145,136,149,143,99,57,39
49796,320,22,21,23,22,15,9,6
49799,2327,161,151,165,158,109,63,43
49801,11424,788,743,811,777,537,308,211
49802,6230,430,405,442,424,293,168,115
49805,336,23,22,24,23,16,9,6
49806,627,43,41,45,43,29,17,12
49807,3390,234,220,241,231,159,92,63
49808,352,24,23,25,24,17,10,7
49812,925,64,60,66,63,43,25,17
49814,1429,99,93,101,97,67,39,26
49815,488,34,32,35,33,23,13,9
49816,724,50,47,51,49,34,20,13
49817,615,42,40,44,42,29,17,11
49818,988,68,64,70,67,46,27,18
49819,36,2,2,3,2,2,1,1
49820,382,26,25,27,26,18,10,7
49821,1354,93,88,96,92,64,37,25
49822,220,15,14,16,15,10,6,4
49825,299,21,19,21,20,14,8,6
49826,137,9,9,10,9,6,4,3
49827,897,62,58,64,61,42,24,17
49829,17347,1197,1128,1232,1180,815,468,321
49831,780,54,51,55,53,37,21,14
49833,266,18,17,19,18,13,7,5
49834,284,20,18,20,19,13,8,5
49835,802,55,52,57,55,38,22,15
49836,938,65,61,67,64,44,25,17
49837,9795,676,637,695,666,460,264,181
49838,504,35,33,36,34,24,14,9
49839,479,33,31,34,33,23,13,9
49840,771,53,50,55,52,36,21,14
49841,7016,484,456,498,477,330,189,130
49847,998,69,65,71,68,47,27,18
49848,128,9,8,9,9,6,3,2
49849,12242,845,796,869,832,575,331,226
49852,120,8,8,9,8,6,3,2
49853,1278,88,83,91,87,60,35,24
49854,6469,446,420,459,440,304,175,120
49855,33561,2316,2181,2383,2282,1577,906,621
49858,12088,834,786,858,822,568,326,224
49861,616,43,40,44,42,29,17,11
49862,5025,347,327,357,342,236,136,93
49863,130,9,8,9,9,6,4,2
49864,54,4,4,4,4,3,1,1
49866,8034,554,522,570,546,378,217,149
49868,5409,373,352,384,368,254,146,100
49870,3329,230,216,236,226,156,90,62
49871,510,35,33,36,35,24,14,9
49872,206,14,13,15,14,10,6,4
49873,120,8,8,9,8,6,3,2
49874,1126,78,73,80,77,53,30,21
49876,1240,86,81,88,84,58,33,23
49877,67,5,4,5,5,3,2,1
49878,3583,247,233,254,244,168,97,66
49879,1038,72,67,74,71,49,28,19
49880,1142,79,74,81,78,54,31,21
49881,345,24,22,24,23,16,9,6
49883,151,10,10,11,10,7,4,3
49884,552,38,36,39,38,26,15,10
49885,1897,131,123,135,129,89,51,35
49886,435,30,28,31,30,20,12,8
49887,2474,171,161,176,168,116,67,46
49891,816,56,53,58,55,38,22,15
49892,1948,134,127,138,132,92,53,36
49893,1784,123,116,127,121,84,48,33
49894,680,47,44,48,46,32,18,13
49895,765,53,50,54,52,36,21,14
49896,1749,121,114,124,119,82,47,32
49901,346,24,22,25,24,16,9,6
49902,145,10,9,10,10,7,4,3
49903,133,9,9,9,9,6,4,2
49905,2005,138,130,142,136,94,54,37
49908,3292,227,214,234,224,155,89,61
49910,385,27,25,27,26,18,10,7
49911,2744,189,178,195,187,129,74,51
49912,1081,75,70,77,74,51,29,20
49913,7248,500,471,515,493,341,196,134
49915,630,43,41,45,43,30,17,12
49916,2765,191,180,196,188,130,75,51
49917,205,14,13,15,14,10,6,4
49918,120,8,8,9,8,6,3,2
49919,242,17,16,17,16,11,7,4
49920,4273,295,278,303,291,201,115,79
49921,360,25,23,26,24,17,10,7
49922,1043,72,68,74,71,49,28,19
49925,494,34,32,35,34,23,13,9
49927,483,33,31,34,33,23,13,9
49929,216,15,14,15,15,10,6,4
49930,6987,482,454,496,475,328,189,129
49931,9630,664,626,684,655,453,260,178
49934,900,62,59,64,61,42,24,17
49935,6096,421,396,433,415,287,165,113
49938,7945,548,516,564,540,373,215,147
49942,156,11,10,11,11,7,4,3
49945,2621,181,170,186,178,123,71,48
49946,4040,279,263,287,275,190,109,75
49947,1818,125,118,129,124,85,49,34
49948,590,41,38,42,40,28,16,11
49950,1121,77,73,80,76,53,30,21
49952,143,10,9,10,10,7,4,3
49953,2879,199,187,204,196,135,78,53
49955,371,26,24,26,25,17,10,7
49958,1270,88,83,90,86,60,34,23
49959,344,24,22,24,23,16,9,6
49960,185,13,12,13,13,9,5,3
49961,107,7,7,8,7,5,3,2
49962,260,18,17,18,18,12,7,5
49963,1024,71,67,73,70,48,28,19
49965,440,30,29,31,30,21,12,8
49967,492,34,32,35,33,23,13,9
49968,2247,155,146,160,153,106,61,42
49969,1401,97,91,99,95,66,38,26
49970,243,17,16,17,17,11,7,4
49971,483,33,31,34,33,23,13,9
50001,680,47,44,48,46,32,18,13
50002,1297,89,84,92,88,61,35,24
50003,6594,455,429,468,448,310,178,122
50005,730,50,47,52,50,34,20,14
50006,1676,116,109,119,114,79,45,31
50007,474,33,31,34,32,22,13,9
50008,878,61,57,62,60,41,24,16
50009,16136,1113,1049,1146,1097,758,436,299
50010,29359,2026,1908,2084,1996,1380,793,543
50011,1390,96,90,99,95,65,38,26
50012,4062,280,264,288,276,191,110,75
50014,28094,1938,1826,1995,1910,1320,759,520
50020,1407,97,91,100,96,66,38,26
50021,21595,1490,1404,1533,1468,1015,583,400
50022,8494,586,552,603,578,399,229,157
50023,27986,1931,1819,1987,1903,1315,756,518
50025,3325,229,216,236,226,156,90,62
50026,584,40,38,41,40,27,16,11
50027,285,20,19,20,19,13,8,5
50028,1681,116,109,119,114,79,45,31
50029,691,48,45,49,47,32,19,13
50032,399,28,26,28,27,19,11,7
50033,44,3,3,3,3,2,1,1
50034,490,34,32,35,33,23,13,9
50035,5387,372,350,382,366,253,145,100
50036,16287,1124,1059,1156,1108,765,440,301
50038,205,14,13,15,14,10,6,4
50039,329,23,21,23,22,15,9,6
50041,92,6,6,7,6,4,2,2
50042,309,21,20,22,21,15,8,6
50044,887,61,58,63,60,42,24,16
50046,1524,105,99,108,104,72,41,28
50047,5559,384,361,395,378,261,150,103
50048,861,59,56,61,59,40,23,16
50049,6493,448,422,461,442,305,175,120
50050,710,49,46,50,48,33,19,13
50051,283,20,18,20,19,13,8,5
50052,138,10,9,10,9,6,4,3
50054,3356,232,218,238,228,158,91,62
50055,913,63,59,65,62,43,25,17
50056,1372,95,89,97,93,64,37,25
50057,238,16,15,17,16,11,6,4
50058,1927,133,125,137,131,91,52,36
50060,2507,173,163,178,170,118,68,46
50061,1701,117,111,121,116,80,46,31
50062,741,51,48,53,50,35,20,14
50063,2604,180,169,185,177,122,70,48
50064,126,9,8,9,9,6,3,2
50065,583,40,38,41,40,27,16,11
50066,262,18,17,19,18,12,7,5
50067,302,21,20,21,21,14,8,6
50068,366,25,24,26,25,17,10,7
50069,1118,77,73,79,76,53,30,21
50070,1489,103,97,106,101,70,40,28
50071,1007,69,65,71,68,47,27,19
50072,2671,184,174,190,182,126,72,49
50073,1195,82,78,85,81,56,32,22
50074,334,23,22,24,23,16,9,6
50075,862,59,56,61,59,41,23,16
50076,1502,104,98,107,102,71,41,28
50078,126,9,8,9,9,6,3,2
50101,66,5,4,5,4,3,2,1
50102,87,6,6,6,6,4,2,2
50103,452,31,29,32,31,21,12,8
50104,128,9,8,9,9,6,3,2
50105,1158,80,75,82,79,54,31,21
50106,1039,72,68,74,71,49,28,19
50107,1099,76,71,78,75,52,30,20
50108,471,32,31,33,32,22,13,9
50109,2762,191,180,196,188,130,75,51
50111,9407,649,611,668,640,442,254,174
50112,11536,796,750,819,784,542,311,213
50115,2674,185,174,190,182,126,72,49
50116,299,21,19,21,20,14,8,6
50117,193,13,13,14,13,9,5,4
50118,1027,71,67,73,70,48,28,19
50119,498,34,32,35,34,23,13,9
50120,323,22,21,23,22,15,9,6
50122,1373,95,89,97,93,65,37,25
50123,818,56,53,58,56,38,22,15
50124,3750,259,244,266,255,176,101,69
50125,19556,1349,1271,1388,1330,919,528,362
50126,6853,473,445,487,466,322,185,127
50127,29,2,2,2,2,1,1,1
50128,360,25,23,26,24,17,10,7
50129,5228,361,340,371,356,246,141,97
50130,1648,114,107,117,112,77,44,30
50131,17499,1207,1137,1242,1190,822,472,324
50132,367,25,24,26,25,17,10,7
50133,567,39,37,40,39,27,15,10
50134,660,46,43,47,45,31,18,12
50135,1605,111,104,114,109,75,43,30
50136,445,31,29,32,30,21,12,8
50138,11720,809,762,832,797,551,316,217
50139,1288,89,84,91,88,61,35,24
50140,2969,205,193,211,202,140,80,55
50141,569,39,37,40,39,27,15,11
50142,931,64,61,66,63,44,25,17
50143,600,41,39,43,41,28,16,11
50144,2901,200,189,206,197,136,78,54
50146,438,30,28,31,30,21,12,8
50147,440,30,29,31,30,21,12,8
50148,432,30,28,31,29,20,12,8
50149,964,67,63,68,66,45,26,18
50150,984,68,64,70,67,46,27,18
50151,724,50,47,51,49,34,20,13
50153,734,51,48,52,50,34,20,14
50154,466,32,30,33,32,22,13,9
50155,255,18,17,18,17,12,7,5
50156,4412,304,287,313,300,207,119,82
50157,762,53,50,54,52,36,21,14
50158,31591,2180,2053,2243,2148,1485,853,584
50160,465,32,30,33,32,22,13,9
50161,2047,141,133,145,139,96,55,38
50162,1233,85,80,88,84,58,33,23
50163,858,59,56,61,58,40,23,16
50164,652,45,42,46,44,31,18,12
50165,49,3,3,3,3,2,1,1
50166,1582,109,103,112,108,74,43,29
50167,748,52,49,53,51,35,20,14
50168,842,58,55,60,57,40,23,16
50169,3093,213,201,220,210,145,84,57
50170,2745,189,178,195,187,129,74,51
50171,2923,202,190,208,199,137,79,54
50173,696,48,45,49,47,33,19,13
50174,1429,99,93,101,97,67,39,26
50201,8199,566,533,582,558,385,221,152
50206,526,36,34,37,36,25,14,10
50207,2537,175,165,180,173,119,68,47
50208,20417,1409,1327,1450,1388,960,551,378
50210,1691,117,110,120,115,79,46,31
50211,11192,772,727,795,761,526,302,207
50212,3131,216,204,222,213,147,85,58
50213,6812,470,443,484,463,320,184,126
50214,850,59,55,60,58,40,23,16
50216,2824,195,184,201,192,133,76,52
50217,631,44,41,45,43,30,17,12
50218,139,10,9,10,9,7,4,3
50219,13939,962,906,990,948,655,376,258
50220,9020,622,586,640,613,424,244,167
50222,498,34,32,35,34,23,13,9
50223,480,33,31,34,33,23,13,9
50225,2940,203,191,209,200,138,79,54
50226,4724,326,307,335,321,222,128,87
50227,40,3,3,3,3,2,1,1
50228,2417,167,157,172,164,114,65,45
50229,932,64,61,66,63,44,25,17
50230,1083,75,70,77,74,51,29,20
50231,173,12,11,12,12,8,5,3
50232,537,37,35,38,37,25,14,10
50233,1388,96,90,99,94,65,37,26
50234,613,42,40,44,42,29,17,11
50235,483,33,31,34,33,23,13,9
50236,1550,107,101,110,105,73,42,29
50237,3095,214,201,220,210,145,84,57
50238,1182,82,77,84,80,56,32,22
50239,210,14,14,15,14,10,6,4
50240,2453,169,159,174,167,115,66,45
50242,439,30,29,31,30,21,12,8
50243,244,17,16,17,17,11,7,5
50244,1813,125,118,129,123,85,49,34
50246,735,51,48,52,50,35,20,14
50247,2515,174,163,179,171,118,68,47
50248,4420,305,287,314,301,208,119,82
50249,1332,92,87,95,91,63,36,25
50250,2330,161,151,165,158,110,63,43
50251,1270,88,83,90,86,60,34,23
50252,243,17,16,17,17,11,7,4
50254,282,19,18,20,19,13,8,5
50255,65,4,4,5,4,3,2,1
50256,501,35,33,36,34,24,14,9
50257,992,68,64,70,67,47,27,18
50258,1002,69,65,71,68,47,27,19
50261,2211,153,144,157,150,104,60,41
50262,453,31,29,32,31,21,12,8
50263,16069,1109,1044,1141,1093,755,434,297
50264,466,32,30,33,32,22,13,9
50265,31653,2184,2057,2247,2152,1488,855,586
50266,23625,1630,1536,1677,1607,1110,638,437
50268,993,69,65,71,68,47,27,18
50271,628,43,41,45,43,30,17,12
50272,152,10,10,11,10,7,4,3
50273,8251,569,536,586,561,388,223,153
50274,398,27,26,28,27,19,11,7
50275,532,37,35,38,36,25,14,10
50276,2517,174,164,179,171,118,68,47
50277,483,33,31,34,33,23,13,9
50278,842,58,55,60,57,40,23,16
50309,5431,375,353,386,369,255,147,100
50310,30221,2085,1964,2146,2055,1420,816,559
50311,15113,1043,982,1073,1028,710,408,280
50312,15339,1058,997,1089,1043,721,414,284
50313,17376,1199,1129,1234,1182,817,469,321
50314,12465,860,810,885,848,586,337,231
50315,35853,2474,2330,2546,2438,1685,968,663
50316,16440,1134,1069,1167,1118,773,444,304
50317,36207,2498,2353,2571,2462,1702,978,670
50319,0,0,0,0,0,0,0,0
50320,20027,1382,1302,1422,1362,941,541,370
50321,7846,541,510,557,534,369,212,145
50322,31530,2176,2049,2239,2144,1482,851,583
50323,10201,704,663,724,694,479,275,189
50324,4903,338,319,348,333,230,132,91
50325,15448,1066,1004,1097,1050,726,417,286
50327,10467,722,680,743,712,492,283,194
50401,29837,2059,1939,2118,2029,1402,806,552
50420,377,26,25,27,26,18,10,7
50421,3032,209,197,215,206,143,82,56
50423,2976,205,193,211,202,140,80,55
50424,1482,102,96,105,101,70,40,27
50426,56,4,4,4,4,3,2,1
50428,9384,647,610,666,638,441,253,174
50430,518,36,34,37,35,24,14,10
50431,273,19,18,19,19,13,7,5
50432,252,17,16,18,17,12,7,5
50433,256,18,17,18,17,12,7,5
50434,498,34,32,35,34,23,13,9
50435,721,50,47,51,49,34,19,13
50436,5848,404,380,415,398,275,158,108
50438,4159,287,270,295,283,195,112,77
50439,289,20,19,21,20,14,8,5
50440,422,29,27,30,29,20,11,8
50441,5776,399,375,410,393,271,156,107
50444,353,24,23,25,24,17,10,7
50446,548,38,36,39,37,26,15,10
50447,1081,75,70,77,74,51,29,20
50448,695,48,45,49,47,33,19,13
50449,724,50,47,51,49,34,20,13
50450,2897,200,188,206,197,136,78,54
50451,537,37,35,38,37,25,14,10
50452,804,55,52,57,55,38,22,15
50453,588,41,38,42,40,28,16,11
50454,127,9,8,9,9,6,3,2
50455,450,31,29,32,31,21,12,8
50456,1741,120,113,124,118,82,47,32
50457,441,30,29,31,30,21,12,8
50458,2097,145,136,149,143,99,57,39
50459,3018,208,196,214,205,142,81,56
50460,364,25,24,26,25,17,10,7
50461,5613,387,365,399,382,264,152,104
50464,673,46,44,48,46,32,18,12
50465,250,17,16,18,17,12,7,5
50466,1828,126,119,130,124,86,49,34
50467,94,6,6,7,6,4,3,2
50468,1615,111,105,115,110,76,44,30
50469,1574,109,102,112,107,74,42,29
50470,275,19,18,20,19,13,7,5
50471,689,48,45,49,47,32,19,13
50472,2394,165,156,170,163,113,65,44
50473,268,18,17,19,18,13,7,5
50475,1757,121,114,125,119,83,47,33
50476,804,55,52,57,55,38,22,15
50477,347,24,23,25,24,16,9,6
50478,775,53,50,55,53,36,21,14
50479,684,47,44,49,47,32,18,13
50480,880,61,57,62,60,41,24,16
