zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
3076,12897,890,838,916,877,606,348,239
3077,10155,701,660,721,691,477,274,188
3079,28776,1986,1870,2043,1957,1352,777,532
3082,1615,111,105,115,110,76,44,30
3084,1366,94,89,97,93,64,37,25
3086,3728,257,242,265,254,175,101,69
3087,13592,938,883,965,924,639,367,251
3101,3049,210,198,216,207,143,82,56
3102,31096,2146,2021,2208,2115,1462,840,575
3103,36476,2517,2371,2590,2480,1714,985,675
3104,32798,2263,2132,2329,2230,1542,886,607
3106,13374,923,869,950,909,629,361,247
3109,10314,712,670,732,701,485,278,191
3110,21203,1463,1378,1505,1442,997,572,392
3215,247,17,16,18,17,12,7,5
3216,2159,149,140,153,147,101,58,40
3217,2076,143,135,147,141,98,56,38
3218,960,66,62,68,65,45,26,18
3220,7430,513,483,528,505,349,201,137
3221,2091,144,136,148,142,98,56,39
3222,5353,369,348,380,364,252,145,99
3223,3427,236,223,243,233,161,93,63
3224,2318,160,151,165,158,109,63,43
3225,3660,253,238,260,249,172,99,68
3226,1117,77,73,79,76,52,30,21
3227,925,64,60,66,63,43,25,17
3229,5589,386,363,397,380,263,151,103
3230,1231,85,80,87,84,58,33,23
3231,202,14,13,14,14,9,5,4
3233,115,8,7,8,8,5,3,2
3234,4572,315,297,325,311,215,123,85
3235,8562,591,557,608,582,402,231,158
3237,2254,156,147,160,153,106,61,42
3238,75,5,5,5,5,4,2,1
3240,1340,92,87,95,91,63,36,25
3241,876,60,57,62,60,41,24,16
3242,4836,334,314,343,329,227,131,89
3243,1085,75,71,77,74,51,29,20
3244,8092,558,526,575,550,380,218,150
3245,2027,140,132,144,138,95,55,37
3246,15963,1101,1038,1133,1085,750,431,295
3249,7113,491,462,505,484,334,192,132
3251,1662,115,108,118,113,78,45,31
3253,6219,429,404,442,423,292,168,115
3254,4049,279,263,287,275,190,109,75
3255,2090,144,136,148,142,98,56,39
3256,2169,150,141,154,147,102,59,40
3257,4455,307,290,316,303,209,120,82
3258,2517,174,164,179,171,118,68,47
3259,368,25,24,26,25,17,10,7
3260,809,56,53,57,55,38,22,15
3261,4246,293,276,301,289,200,115,79
3262,1231,85,80,87,84,58,33,23
3263,4114,284,267,292,280,193,111,76
3264,7468,515,485,530,508,351,202,138
3266,2163,149,141,154,147,102,58,40
3268,1272,88,83,90,86,60,34,24
3269,2966,205,193,211,202,139,80,55
3273,312,22,20,22,21,15,8,6
3275,11437,789,743,812,778,538,309,212
3276,8324,574,541,591,566,391,225,154
3278,2952,204,192,210,201,139,80,55
3279,829,57,54,59,56,39,22,15
3280,1123,77,73,80,76,53,30,21
3281,8785,606,571,624,597,413,237,163
3282,902,62,59,64,61,42,24,17
3284,999,69,65,71,68,47,27,18
3285,2479,171,161,176,169,117,67,46
3287,1295,89,84,92,88,61,35,24
3290,4731,326,308,336,322,222,128,88
3291,39,3,3,3,3,2,1,1
3293,143,10,9,10,10,7,4,3
3301,33008,2278,2146,2344,2245,1551,891,611
3303,15524,1071,1009,1102,1056,730,419,287
3304,7519,519,489,534,511,353,203,139
3307,5334,368,347,379,363,251,144,99
3431,25280,1744,1643,1795,1719,1188,683,468
3440,2692,186,175,191,183,127,73,50
3441,395,27,26,28,27,19,11,7
3442,1491,103,97,106,101,70,40,28
3443,742,51,48,53,50,35,20,14
3444,1590,110,103,113,108,75,43,29
3445,691,48,45,49,47,32,19,13
3446,6285,434,409,446,427,295,170,116
3447,2422,167,157,172,165,114,65,45
3448,811,56,53,58,55,38,22,15
3449,1654,114,108,117,112,78,45,31
3450,961,66,62,68,65,45,26,18
3451,4077,281,265,289,277,192,110,75
3452,5457,377,355,387,371,256,147,101
3455,2086,144,136,148,142,98,56,39
3456,742,51,48,53,50,35,20,14
3457,852,59,55,60,58,40,23,16
3458,6643,458,432,472,452,312,179,123
3461,6014,415,391,427,409,283,162,111
3462,1562,108,102,111,106,73,42,29
3464,1109,77,72,79,75,52,30,21
3465,2156,149,140,153,147,101,58,40
3466,1332,92,87,95,91,63,36,25
3467,1842,127,120,131,125,87,50,34
3470,5033,347,327,357,342,237,136,93
3561,5939,410,386,422,404,279,160,110
3570,10051,694,653,714,683,472,271,186
3574,2526,174,164,179,172,119,68,47
3575,124,9,8,9,8,6,3,2
3576,3238,223,210,230,220,152,87,60
3579,103,7,7,7,7,5,3,2
3579,358,25,23,25,24,17,10,7
3580,1369,94,89,97,93,64,37,25
3581,3230,223,210,229,220,152,87,60
3582,2577,178,168,183,175,121,70,48
3583,1107,76,72,79,75,52,30,20
3584,3774,260,245,268,257,177,102,70
3585,2519,174,164,179,171,118,68,47
3586,547,38,36,39,37,26,15,10
3588,1641,113,107,117,112,77,44,30
3590,1052,73,68,75,72,49,28,19
3592,1145,79,74,81,78,54,31,21
3593,313,22,20,22,21,15,8,6
3595,639,44,42,45,43,30,17,12
3597,521,36,34,37,35,24,14,10
3598,3285,227,214,233,223,154,89,61
3601,477,33,31,34,32,22,13,9
3602,2654,183,173,188,180,125,72,49
3603,5412,373,352,384,368,254,146,100
3604,69,5,4,5,5,3,2,1
3605,1160,80,75,82,79,55,31,21
3607,322,22,21,23,22,15,9,6
3608,2811,194,183,200,191,132,76,52
3609,854,59,56,61,58,40,23,16
3740,911,63,59,65,62,43,25,17
3741,4208,290,274,299,286,198,114,78
3743,14103,973,917,1001,959,663,381,261
3745,1424,98,93,101,97,67,38,26
3746,216,15,14,15,15,10,6,4
3748,4762,329,310,338,324,224,129,88
3750,870,60,57,62,59,41,23,16
3751,583,40,38,41,40,27,16,11
3752,810,56,53,58,55,38,22,15
3753,2971,205,193,211,202,140,80,55
3754,86,6,6,6,6,4,2,2
3755,10538,727,685,748,717,495,285,195
3765,503,35,33,36,34,24,14,9
3766,8958,618,582,636,609,421,242,166
3768,1716,118,112,122,117,81,46,32
3770,524,36,34,37,36,25,14,10
3771,754,52,49,54,51,35,20,14
3773,7841,541,510,557,533,369,212,145
3774,1966,136,128,140,134,92,53,36
3777,1237,85,80,88,84,58,33,23
3779,790,55,51,56,54,37,21,15
3780,410,28,27,29,28,19,11,8
3781,1840,127,120,131,125,86,50,34
3782,2945,203,191,209,200,138,80,54
3784,4086,282,266,290,278,192,110,76
3785,2400,166,156,170,163,113,65,44
3801,21532,1486,1400,1529,1464,1012,581,398
3809,3716,256,242,264,253,175,100,69
3810,1538,106,100,109,105,72,42,28
3811,6753,466,439,479,459,317,182,125
3812,824,57,54,59,56,39,22,15
3813,3250,224,211,231,221,153,88,60
3814,2329,161,151,165,158,109,63,43
3816,1368,94,89,97,93,64,37,25
3817,574,40,37,41,39,27,15,11
3818,3807,263,247,270,259,179,103,70
3819,4377,302,285,311,298,206,118,81
3820,30039,2073,1953,2133,2043,1412,811,556
3823,1719,119,112,122,117,81,46,32
3824,14638,1010,951,1039,995,688,395,271
3825,8512,587,553,604,579,400,230,157
3826,2470,170,161,175,168,116,67,46
3827,3150,217,205,224,214,148,85,58
3830,1610,111,105,114,109,76,43,30
3832,395,27,26,28,27,19,11,7
3833,20955,1446,1362,1488,1425,985,566,388
3835,6786,468,441,482,461,319,183,126
3836,1489,103,97,106,101,70,40,28
3837,1519,105,99,108,103,71,41,28
3838,1031,71,67,73,70,48,28,19
3839,3735,258,243,265,254,176,101,69
3840,3566,246,232,253,242,168,96,66
3841,6334,437,412,450,431,298,171,117
3842,15345,1059,997,1089,1043,721,414,284
3844,2238,154,145,159,152,105,60,41
3845,991,68,64,70,67,47,27,18
3846,799,55,52,57,54,38,22,15
3847,294,20,19,21,20,14,8,5
3848,6020,415,391,427,409,283,163,111
3849,1585,109,103,113,108,74,43,29
3850,372,26,24,26,25,17,10,7
3851,4040,279,263,287,275,190,109,75
3852,558,39,36,40,38,26,15,10
3853,602,42,39,43,41,28,16,11
3854,968,67,63,69,66,45,26,18
3855,2638,182,171,187,179,124,71,49
3856,1680,116,109,119,114,79,45,31
3857,9006,621,585,639,612,423,243,167
3858,4603,318,299,327,313,216,124,85
3860,4056,280,264,288,276,191,110,75
3861,4330,299,281,307,294,204,117,80
3862,4278,295,278,304,291,201,116,79
3864,1696,117,110,120,115,80,46,31
3865,7609,525,495,540,517,358,205,141
3867,20758,1432,1349,1474,1412,976,560,384
3868,5323,367,346,378,362,250,144,98
3869,2469,170,160,175,168,116,67,46
3870,5162,356,336,367,351,243,139,95
3871,136,9,9,10,9,6,4,3
3872,3809,263,248,270,259,179,103,70
3873,5711,394,371,405,388,268,154,106
3874,8776,606,570,623,597,412,237,162
3875,833,57,54,59,57,39,22,15
3878,11824,816,769,840,804,556,319,219
3882,1465,101,95,104,100,69,40,27
3883,178,12,12,13,12,8,5,3
3884,3964,274,258,281,270,186,107,73
3885,7261,501,472,516,494,341,196,134
3886,2112,146,137,150,144,99,57,39
3887,2154,149,140,153,146,101,58,40
3890,327,23,21,23,22,15,9,6
3894,6314,436,410,448,429,297,170,117
3901,7246,500,471,514,493,341,196,134
3902,2211,153,144,157,150,104,60,41
3903,6211,429,404,441,422,292,168,115
3904,7703,532,501,547,524,362,208,143
3905,1780,123,116,126,121,84,48,33
3906,4647,321,302,330,316,218,125,86
3907,894,62,58,63,61,42,24,17
3908,7233,499,470,514,492,340,195,134
3909,9738,672,633,691,662,458,263,180
3910,328,23,21,23,22,15,9,6
3911,250,17,16,18,17,12,7,5
4001,2429,168,158,172,165,114,66,45
4002,7351,507,478,522,500,345,198,136
4003,330,23,21,23,22,16,9,6
4005,23146,1597,1504,1643,1574,1088,625,428
4006,96,7,6,7,7,5,3,2
4008,2723,188,177,193,185,128,74,50
4009,5151,355,335,366,350,242,139,95
4010,1597,110,104,113,109,75,43,30
4011,20278,1399,1318,1440,1379,953,548,375
4015,3808,263,248,270,259,179,103,70
4017,341,24,22,24,23,16,9,6
4019,71,5,5,5,5,3,2,1
4020,1403,97,91,100,95,66,38,26
4021,5820,402,378,413,396,274,157,108
4022,1148,79,75,82,78,54,31,21
4024,608,42,40,43,41,29,16,11
4027,6031,416,392,428,410,283,163,112
4029,1725,119,112,122,117,81,47,32
4030,2208,152,144,157,150,104,60,41
4032,7879,544,512,559,536,370,213,146
4037,3834,265,249,272,261,180,104,71
4038,16381,1130,1065,1163,1114,770,442,303
4039,7422,512,482,527,505,349,200,137
4040,3111,215,202,221,212,146,84,58
4041,1613,111,105,115,110,76,44,30
4042,4281,295,278,304,291,201,116,79
4043,10810,746,703,768,735,508,292,200
4046,7496,517,487,532,510,352,202,139
4047,1892,131,123,134,129,89,51,35
4048,2946,203,191,209,200,138,80,55
4049,3659,252,238,260,249,172,99,68
4050,230,16,15,16,16,11,6,4
4051,1153,80,75,82,78,54,31,21
4055,3793,262,247,269,258,178,102,70
4056,257,18,17,18,17,12,7,5
4057,56,4,4,4,4,3,2,1
4061,3369,232,219,239,229,158,91,62
4062,17020,1174,1106,1208,1157,800,460,315
4063,412,28,27,29,28,19,11,8
4064,8212,567,534,583,558,386,222,152
4066,539,37,35,38,37,25,15,10
4068,1505,104,98,107,102,71,41,28
4069,1465,101,95,104,100,69,40,27
4071,4801,331,312,341,326,226,130,89
4072,18482,1275,1201,1312,1257,869,499,342
4073,16189,1117,1052,1149,1101,761,437,299
4074,18760,1294,1219,1332,1276,882,507,347
4076,2683,185,174,190,182,126,72,50
4079,3871,267,252,275,263,182,105,72
4083,4525,312,294,321,308,213,122,84
4084,8088,558,526,574,550,380,218,150
4085,1786,123,116,127,121,84,48,33
4086,8787,606,571,624,598,413,237,163
4087,2116,146,138,150,144,99,57,39
4088,1516,105,99,108,103,71,41,28
4090,9589,662,623,681,652,451,259,177
4091,911,63,59,65,62,43,25,17
4092,17515,1209,1138,1244,1191,823,473,324
4093,8034,554,522,570,546,378,217,149
4095,1274,88,83,90,87,60,34,24
4096,8349,576,543,593,568,392,225,154
4097,3574,247,232,254,243,168,96,66
4101,17227,1189,1120,1223,1171,810,465,319
4102,17335,1196,1127,1231,1179,815,468,321
4103,30606,2112,1989,2173,2081,1438,826,566
4105,11158,770,725,792,759,524,301,206
4106,25175,1737,1636,1787,1712,1183,680,466
4107,8980,620,584,638,611,422,242,166
4108,862,59,56,61,59,41,23,16
4109,93,6,6,7,6,4,3,2
4110,1391,96,90,99,95,65,38,26
4210,23045,1590,1498,1636,1567,1083,622,426
4216,640,44,42,45,44,30,17,12
4217,3312,229,215,235,225,156,89,61
4219,1472,102,96,105,100,69,40,27
4220,3077,212,200,218,209,145,83,57
4221,1098,76,71,78,75,52,30,20
4222,3848,266,250,273,262,181,104,71
4224,3040,210,198,216,207,143,82,56
4226,190,13,12,13,13,9,5,4
4227,79,5,5,6,5,4,2,1
4228,6,0,0,0,0,0,0,0
4231,236,16,15,17,16,11,6,4
4234,168,12,11,12,11,8,5,3
4236,4350,300,283,309,296,204,117,80
4237,238,16,15,17,16,11,6,4
4238,1416,98,92,101,96,67,38,26
4239,4851,335,315,344,330,228,131,90
4240,36592,2525,2378,2598,2488,1720,988,677
4250,4228,292,275,300,288,199,114,78
4252,4799,331,312,341,326,226,130,89
4253,2095,145,136,149,142,98,57,39
4254,3181,219,207,226,216,150,86,59
4255,802,55,52,57,55,38,22,15
4256,3064,211,199,218,208,144,83,57
4257,2681,185,174,190,182,126,72,50
4258,2617,181,170,186,178,123,71,48
4259,3264,225,212,232,222,153,88,60
4260,5542,382,360,393,377,260,150,103
4261,444,31,29,32,30,21,12,8
4263,2326,160,151,165,158,109,63,43
4265,918,63,60,65,62,43,25,17
4267,37,3,2,3,3,2,1,1
4268,5023,347,326,357,342,236,136,93
4270,5880,406,382,417,400,276,159,109
4271,67,5,4,5,5,3,2,1
4274,5343,369,347,379,363,251,144,99
4275,514,35,33,36,35,24,14,10
4276,5841,403,380,415,397,275,158,108
4280,6474,447,421,460,440,304,175,120
4281,5116,353,333,363,348,240,138,95
4282,5734,396,373,407,390,269,155,106
4284,1138,79,74,81,77,53,31,21
4285,433,30,28,31,29,20,12,8
4286,47,3,3,3,3,2,1,1
4287,3224,222,210,229,219,152,87,60
4289,1815,125,118,129,123,85,49,34
4290,1541,106,100,109,105,72,42,29
4292,948,65,62,67,64,45,26,18
4294,3995,276,260,284,272,188,108,74
4330,26086,1800,1696,1852,1774,1226,704,483
4342,1672,115,109,119,114,79,45,31
4343,25,2,2,2,2,1,1,0
4344,2951,204,192,210,201,139,80,55
4345,11646,804,757,827,792,547,314,215
4346,1772,122,115,126,120,83,48,33
4347,2355,162,153,167,160,111,64,44
4348,2976,205,193,211,202,140,80,55
4349,1158,80,75,82,79,54,31,21
4350,3577,247,233,254,243,168,97,66
4351,2571,177,167,183,175,121,69,48
4352,1632,113,106,116,111,77,44,30
4353,2300,159,150,163,156,108,62,43
4354,1535,106,100,109,104,72,41,28
4355,2600,179,169,185,177,122,70,48
4357,3399,235,221,241,231,160,92,63
4358,4276,295,278,304,291,201,115,79
4359,388,27,25,28,26,18,10,7
4360,560,39,36,40,38,26,15,10
4363,2575,178,167,183,175,121,70,48
4364,6025,416,392,428,410,283,163,111
4401,44899,3098,2918,3188,3053,2110,1212,831
4406,819,57,53,58,56,38,22,15
4408,176,12,11,12,12,8,5,3
4410,1290,89,84,92,88,61,35,24
4411,1492,103,97,106,101,70,40,28
4412,9482,654,616,673,645,446,256,175
4413,196,14,13,14,13,9,5,4
4414,1248,86,81,89,85,59,34,23
4415,276,19,18,20,19,13,7,5
4416,5468,377,355,388,372,257,148,101
4417,370,26,24,26,25,17,10,7
4418,1771,122,115,126,120,83,48,33
4419,2794,193,182,198,190,131,75,52
4421,1366,94,89,97,93,64,37,25
4422,1409,97,92,100,96,66,38,26
4424,823,57,53,58,56,39,22,15
4426,4720,326,307,335,321,222,127,87
4427,2858,197,186,203,194,134,77,53
4428,3146,217,204,223,214,148,85,58
4429,4717,325,307,335,321,222,127,87
4430,1728,119,112,123,118,81,47,32
4431,81,6,5,6,6,4,2,1
4434,1246,86,81,88,85,59,34,23
4435,1092,75,71,78,74,51,29,20
4438,1124,78,73,80,76,53,30,21
4441,1840,127,120,131,125,86,50,34
4442,93,6,6,7,6,4,3,2
4443,2537,175,165,180,173,119,68,47
4444,8824,609,574,627,600,415,238,163
4448,1431,99,93,102,97,67,39,26
4449,1489,103,97,106,101,70,40,28
4450,1368,94,89,97,93,64,37,25
4451,259,18,17,18,18,12,7,5
4453,779,54,51,55,53,37,21,14
4454,69,5,4,5,5,3,2,1
4455,923,64,60,66,63,43,25,17
4456,2851,197,185,202,194,134,77,53
4457,5948,410,387,422,404,280,161,110
4459,773,53,50,55,53,36,21,14
4460,1419,98,92,101,96,67,38,26
4461,3070,212,200,218,209,144,83,57
4462,4835,334,314,343,329,227,131,89
4463,2847,196,185,202,194,134,77,53
4464,684,47,44,49,47,32,18,13
4468,9521,657,619,676,647,447,257,176
4469,2702,186,176,192,184,127,73,50
4471,609,42,40,43,41,29,16,11
4472,2144,148,139,152,146,101,58,40
4473,7660,529,498,544,521,360,207,142
4474,3733,258,243,265,254,175,101,69
4475,418,29,27,30,28,20,11,8
4476,1259,87,82,89,86,59,34,23
4478,316,22,21,22,21,15,9,6
4479,1343,93,87,95,91,63,36,25
4481,559,39,36,40,38,26,15,10
4485,233,16,15,17,16,11,6,4
4487,964,67,63,68,66,45,26,18
4488,1202,83,78,85,82,56,32,22
4489,197,14,13,14,13,9,5,4
4490,273,19,18,19,19,13,7,5
4491,140,10,9,10,10,7,4,3
4492,166,11,11,12,11,8,4,3
4493,1967,136,128,140,134,92,53,36
4495,407,28,26,29,28,19,11,8
4496,3757,259,244,267,255,177,101,70
4497,389,27,25,28,26,18,11,7
4530,10818,746,703,768,736,508,292,200
4535,709,49,46,50,48,33,19,13
4537,2073,143,135,147,141,97,56,38
4538,2080,144,135,148,141,98,56,38
4539,1168,81,76,83,79,55,32,22
4541,80,6,5,6,5,4,2,1
4543,2218,153,144,157,151,104,60,41
4544,724,50,47,51,49,34,20,13
4547,1152,79,75,82,78,54,31,21
4548,1042,72,68,74,71,49,28,19
4551,806,56,52,57,55,38,22,15
4553,1752,121,114,124,119,82,47,32
4554,710,49,46,50,48,33,19,13
4555,1643,113,107,117,112,77,44,30
4556,1249,86,81,89,85,59,34,23
4558,308,21,20,22,21,14,8,6
4562,2216,153,144,157,151,104,60,41
4563,1534,106,100,109,104,72,41,28
4564,489,34,32,35,33,23,13,9
4568,391,27,25,28,27,18,11,7
4570,2,0,0,0,0,0,0,0
4571,323,22,21,23,22,15,9,6
4572,5075,350,330,360,345,239,137,94
4573,501,35,33,36,34,24,14,9
4574,1510,104,98,107,103,71,41,28
4575,85,6,6,6,6,4,2,2
4576,604,42,39,43,41,28,16,11
4578,4450,307,289,316,303,209,120,82
4579,3072,212,200,218,209,144,83,57
4605,12974,895,843,921,882,610,350,240
4606,1272,88,83,90,86,60,34,24
4607,1182,82,77,84,80,56,32,22
4609,5222,360,339,371,355,245,141,97
4611,508,35,33,36,35,24,14,9
4612,589,41,38,42,40,28,16,11
4613,183,13,12,13,12,9,5,3
4614,2579,178,168,183,175,121,70,48
4616,824,57,54,59,56,39,22,15
4617,811,56,53,58,55,38,22,15
4619,3121,215,203,222,212,147,84,58
4622,1412,97,92,100,96,66,38,26
4623,1054,73,69,75,72,50,28,19
4624,184,13,12,13,13,9,5,3
4625,47,3,3,3,3,2,1,1
4626,507,35,33,36,34,24,14,9
4627,1636,113,106,116,111,77,44,30
4628,703,49,46,50,48,33,19,13
4629,107,7,7,8,7,5,3,2
4630,1398,96,91,99,95,66,38,26
4631,1331,92,87,95,91,63,36,25
4634,1923,133,125,137,131,90,52,36
4635,61,4,4,4,4,3,2,1
4637,136,9,9,10,9,6,4,3
4640,2261,156,147,161,154,106,61,42
4642,123,8,8,9,8,6,3,2
4643,1018,70,66,72,69,48,27,19
4644,13,1,1,1,1,1,0,0
4645,73,5,5,5,5,3,2,1
4646,94,6,6,7,6,4,3,2
4648,580,40,38,41,39,27,16,11
4649,1370,95,89,97,93,64,37,25
4650,235,16,15,17,16,11,6,4
4652,1690,117,110,120,115,79,46,31
4653,490,34,32,35,33,23,13,9
4654,3424,236,223,243,233,161,92,63
4655,1119,77,73,79,76,53,30,21
4657,363,25,24,26,25,17,10,7
4658,1353,93,88,96,92,64,37,25
4660,1309,90,85,93,89,62,35,24
4662,488,34,32,35,33,23,13,9
4664,1238,85,80,88,84,58,33,23
4666,1172,81,76,83,80,55,32,22
4667,1638,113,106,116,111,77,44,30
4668,1680,116,109,119,114,79,45,31
4669,204,14,13,14,14,10,6,4
4671,576,40,37,41,39,27,16,11
4673,112,8,7,8,8,5,3,2
4674,484,33,31,34,33,23,13,9
4675,253,17,16,18,17,12,7,5
4676,1088,75,71,77,74,51,29,20
4677,274,19,18,19,19,13,7,5
4679,1767,122,115,125,120,83,48,33
4680,1131,78,74,80,77,53,31,21
4681,1043,72,68,74,71,49,28,19
4683,104,7,7,7,7,5,3,2
4684,1466,101,95,104,100,69,40,27
4685,332,23,22,24,23,16,9,6
4686,114,8,7,8,8,5,3,2
4691,441,30,29,31,30,21,12,8
4693,516,36,34,37,35,24,14,10
4694,2376,164,154,169,162,112,64,44
4730,9992,689,649,709,679,470,270,185
4732,1670,115,109,119,114,78,45,31
4733,221,15,14,16,15,10,6,4
4734,800,55,52,57,54,38,22,15
4735,617,43,40,44,42,29,17,11
4736,9876,681,642,701,672,464,267,183
4739,1112,77,72,79,76,52,30,21
4740,1287,89,84,91,88,60,35,24
4741,3,0,0,0,0,0,0,0
4742,3496,241,227,248,238,164,94,65
4743,4676,323,304,332,318,220,126,87
4745,1082,75,70,77,74,51,29,20
4746,470,32,31,33,32,22,13,9
4747,1337,92,87,95,91,63,36,25
4750,2603,180,169,185,177,122,70,48
4756,3344,231,217,237,227,157,90,62
4757,2870,198,187,204,195,135,77,53
4758,1498,103,97,106,102,70,40,28
4760,795,55,52,56,54,37,21,15
4761,529,37,34,38,36,25,14,10
4762,602,42,39,43,41,28,16,11
4763,726,50,47,52,49,34,20,13
4764,66,5,4,5,4,3,2,1
4765,1262,87,82,90,86,59,34,23
4766,386,27,25,27,26,18,10,7
4768,400,28,26,28,27,19,11,7
4769,9692,669,630,688,659,456,262,179
4772,762,53,50,54,52,36,21,14
4773,723,50,47,51,49,34,20,13
4774,730,50,47,52,50,34,20,14
4776,925,64,60,66,63,43,25,17
4777,422,29,27,30,29,20,11,8
4779,398,27,26,28,27,19,11,7
4780,808,56,53,57,55,38,22,15
4781,560,39,36,40,38,26,15,10
4783,426,29,28,30,29,20,12,8
4785,2504,173,163,178,170,118,68,46
4786,1970,136,128,140,134,93,53,36
4787,544,38,35,39,37,26,15,10
4841,7297,503,474,518,496,343,197,135
4843,4851,335,315,344,330,228,131,90
4847,1536,106,100,109,104,72,41,28
4848,566,39,37,40,38,27,15,10
4849,3684,254,239,262,251,173,99,68
4851,75,5,5,5,5,4,2,1
4852,69,5,4,5,5,3,2,1
4853,354,24,23,25,24,17,10,7
